id,parentid,topic,mid,birth_date,death_date,EOL
agent248,event75,"Silkin, Lord",http://freebase.com/en/samuel_silkin_baron_silkin_of_dulwich,3/6/1918,8/17/1988,EOL
agent249,event2028,"Sisley, Alfred",http://freebase.com/en/alfred_sisley,10/30/1839,1/29/1899,EOL
agent250,event426|event456,Slade School of Fine Art,http://freebase.com/en/slade_school_of_art,NA,NA,EOL
agent251,event146,Society of Dublin Painters,http://freebase.com/en/paul_henry,4/11/1877,8/24/1958,EOL
agent252,object76,"Soto, Jesús Rafael",http://freebase.com/en/jesus_rafael_soto,6/5/1923,1/14/2005,EOL
agent253,event551,South Wales Miners' Federation,http://freebase.com/en/south_wales_miners_federation,NA,NA,EOL
agent254,event2,Sugawara,http://freebase.com/en/bunta_sugawara,8/16/1933,--,EOL
agent255,event441|event444|event445|event446|event447|event448|event449|event450|event451|event453|event457|event462|object90,"Swift, Patrick",https://www.freebase.com/m/05w0p9s,8/12/1927,7/19/1983,EOL
agent256,event509,"Talbot, William Henry Fox",http://freebase.com/en/william_fox_talbot,2/11/1800,9/17/1877,EOL
agent257,event234|event76,"Tasso, Torquato",http://freebase.com/en/torquato_tasso,3/11/1544,4/25/1595,EOL
agent258,event3006,The Tate Gallery,http://freebase.com/en/tate_gallery,NA,NA,EOL
agent259,object357,Tim Mara,https://www.freebase.com/m/0w9_7yl,9/27/1948,8/12/1997,EOL
agent260,event544,Tipperary GAA football team,http://freebase.com/en/all_ireland_senior_football_championship_1888,NA,NA,EOL
agent261,event32|event95,"Turner, Nicholas",http://freebase.com/en/nik_turner,8/28/1940,--,EOL
agent262,event2002,Unknown,https://www.freebase.com/m/083vt,XXX,XXX,EOL
agent263,object78,"Vasarely, Victor",http://freebase.com/en/victor_vasarely,4/9/1906,3/15/1997,EOL
agent264,event123|event124|event125|event127,"Vasari, Giorgio",,,,EOL
agent265,event463,"Velázquez, Diego",http://freebase.com/en/diego_velazquez,6/6/1599,8/6/1660,EOL
agent266,event3022|event3009|event170|event170|event501B,Venice Biennale,http://freebase.com/en/venice_biennale,NA,NA,EOL
agent267,event110,"Verrocchio, Andrea del",http://freebase.com/en/andrea_del_verrocchio,1435,10/10/1488,EOL
agent268,event179,William Scott Foundation,XXX,NA,NA,EOL
agent269,event3005,Walker Art Center,http://freebase.com/en/walker_art_center,NA,NA,EOL
agent270,event135,"Whistler, James McNeill",http://freebase.com/en/james_mcneill_whistler,7/10/1834,7/17/1903,EOL
agent271,event540|event539|object369,William Martin Murphy,http://freebase.com/en/william_martin_murphy,1844,1919,EOL
agent272,event85|event86,"Wilson, R.E.A.",https://www.freebase.com/m/0wfpx31,XXX,XXX,EOL
agent273,event74|object121|object121,"Wynne, Michael",https://www.freebase.com/m/0wb9csk,1937,2003,EOL
agent274,event524,"Yeats, Elizabeth",http://freebase.com/en/elizabeth_yeats,3/11/1868,1940-01,EOL
agent275,event505|event506|object709|object79|object302,"Yeats, Jack B.",http://freebase.com/en/jack_butler_yeats,8/29/1871,3/28/1957,EOL
agent276,event1011,"Yeats, W.B.",http://freebase.com/en/william_butler_yeats,6/13/1865,1/28/1939,EOL
agent277,event101,da Fabriano,http://freebase.com/en/gentile_da_fabriano,1370,8/1/1427,EOL
agent278,event533,"de Kooning, Willem",http://freebase.com/en/willem_de_kooning,4/24/1904,3/19/1997,EOL
agent279,event1022|event1025|event1031|object501,"le Brocquy, Louis",http://freebase.com/en/louis_le_brocquy,11/10/1916,4/25/2012,EOL
agent280,event1026,"le Brocquy, Sybil",http://freebase.com/en/sybil_le_brocquy,1892,1973,EOL
